,genes,hgnc_id
ENSG00000047188,YTHDC2,HGNC:24721
ENSG00000047230,CTPS2,HGNC:2520
ENSG00000047249,ATP6V1H,HGNC:18303
ENSG00000047315,POLR2B,HGNC:9188
ENSG00000047346,FAM214A,HGNC:25609
ENSG00000047365,ARAP2,HGNC:16924
ENSG00000047410,TPR,HGNC:12017
ENSG00000047457,CP,HGNC:2295
ENSG00000047578,KATNIP,HGNC:29068
ENSG00000047579,DTNBP1,HGNC:17328
ENSG00000047597,XK,HGNC:12811
ENSG00000047617,ANO2,HGNC:1183
ENSG00000047621,C12orf4,HGNC:1184
ENSG00000047634,SCML1,HGNC:10580
ENSG00000047644,WWC3,HGNC:29237
ENSG00000047648,ARHGAP6,HGNC:676
ENSG00000047662,FAM184B,HGNC:29235
ENSG00000047849,MAP4,HGNC:6862
ENSG00000047932,GOPC,HGNC:17643
ENSG00000047936,ROS1,HGNC:10261
ENSG00000048028,USP28,HGNC:12625
ENSG00000048052,HDAC9,HGNC:14065
ENSG00000048140,TSPAN17,HGNC:13594
ENSG00000048162,NOP16,HGNC:26934
ENSG00000048342,CC2D2A,HGNC:29253
ENSG00000048392,RRM2B,HGNC:17296
ENSG00000048405,ZNF800,HGNC:27267
ENSG00000048462,TNFRSF17,HGNC:11913
ENSG00000048471,SNX29,HGNC:30542
ENSG00000048540,LMO3,HGNC:6643
ENSG00000048544,MRPS10,HGNC:14502
ENSG00000048545,GUCA1A,HGNC:4678
ENSG00000048649,RSF1,HGNC:18118
ENSG00000048707,VPS13D,HGNC:23595
ENSG00000048740,CELF2,HGNC:2550
ENSG00000048828,FAM120A,HGNC:13247
ENSG00000048991,R3HDM1,HGNC:9757
ENSG00000049089,COL9A2,HGNC:2218
ENSG00000049130,KITLG,HGNC:6343
ENSG00000049167,ERCC8,HGNC:3439
ENSG00000049192,ADAMTS6,HGNC:222
ENSG00000049239,H6PD,HGNC:4795
ENSG00000049245,VAMP3,HGNC:12644
ENSG00000049246,PER3,HGNC:8847
ENSG00000049247,UTS2,HGNC:12636
ENSG00000049249,TNFRSF9,HGNC:11924
ENSG00000049283,EPN3,HGNC:18235
ENSG00000049323,LTBP1,HGNC:6714
ENSG00000049449,RCN1,HGNC:9934
ENSG00000049540,ELN,HGNC:3327
ENSG00000049541,RFC2,HGNC:9970
ENSG00000049618,ARID1B,HGNC:18040
ENSG00000049656,CLPTM1L,HGNC:24308
ENSG00000049759,NEDD4L,HGNC:7728
ENSG00000049768,FOXP3,HGNC:6106
ENSG00000049769,PPP1R3F,HGNC:14944
ENSG00000049860,HEXB,HGNC:4879
ENSG00000049883,PTCD2,HGNC:25734
ENSG00000050030,NEXMIF,HGNC:29433
ENSG00000050130,JKAMP,HGNC:20184
ENSG00000050165,DKK3,HGNC:2893
ENSG00000050327,ARHGEF5,HGNC:13209
ENSG00000050344,NFE2L3,HGNC:7783
ENSG00000050393,MCUR1,HGNC:21097
ENSG00000050405,LIMA1,HGNC:24636
ENSG00000050426,LETMD1,HGNC:24241
ENSG00000050438,SLC4A8,HGNC:11034
ENSG00000050555,LAMC3,HGNC:6494
ENSG00000050628,PTGER3,HGNC:9595
ENSG00000050730,TNIP3,HGNC:19315
ENSG00000050748,MAPK9,HGNC:6886
ENSG00000050767,COL23A1,HGNC:22990
ENSG00000050820,BCAR1,HGNC:971
ENSG00000051009,FAM160A2,HGNC:25378
ENSG00000051108,HERPUD1,HGNC:13744
ENSG00000051128,HOMER3,HGNC:17514
ENSG00000051180,RAD51,HGNC:9817
ENSG00000051341,POLQ,HGNC:9186
ENSG00000051382,PIK3CB,HGNC:8976
ENSG00000051523,CYBA,HGNC:2577
ENSG00000051596,THOC3,HGNC:19072
ENSG00000051620,HEBP2,HGNC:15716
ENSG00000051825,MPHOSPH9,HGNC:7215
ENSG00000052126,PLEKHA5,HGNC:30036
ENSG00000052344,PRSS8,HGNC:9491
ENSG00000052723,SIKE1,HGNC:26119
ENSG00000052749,RRP12,HGNC:29100
ENSG00000052795,FNIP2,HGNC:29280
ENSG00000052802,MSMO1,HGNC:10545
ENSG00000052841,TTC17,HGNC:25596
ENSG00000052850,ALX4,HGNC:450
ENSG00000053108,FSTL4,HGNC:21389
ENSG00000053254,FOXN3,HGNC:1928
ENSG00000053328,METTL24,HGNC:21566
ENSG00000053371,AKR7A2,HGNC:389
ENSG00000053372,MRTO4,HGNC:18477
ENSG00000053438,NNAT,HGNC:7860
ENSG00000053501,USE1,HGNC:30882
ENSG00000053524,MCF2L2,HGNC:30319
ENSG00000053702,NRIP2,HGNC:23078
ENSG00000053747,LAMA3,HGNC:6483
ENSG00000053770,AP5M1,HGNC:20192
ENSG00000053900,ANAPC4,HGNC:19990
ENSG00000053918,KCNQ1,HGNC:6294
ENSG00000054116,TRAPPC3,HGNC:19942
ENSG00000054118,THRAP3,HGNC:22964
ENSG00000054148,PHPT1,HGNC:30033
ENSG00000054179,ENTPD2,HGNC:3364
ENSG00000054219,LY75,HGNC:6729
ENSG00000054267,ARID4B,HGNC:15550
ENSG00000054277,OPN3,HGNC:14007
ENSG00000054282,SDCCAG8,HGNC:10671
ENSG00000054356,PTPRN,HGNC:9676
ENSG00000054392,HHAT,HGNC:18270
ENSG00000054523,KIF1B,HGNC:16636
ENSG00000054598,FOXC1,HGNC:3800
ENSG00000054611,TBC1D22A,HGNC:1309
ENSG00000054654,SYNE2,HGNC:17084
ENSG00000054690,PLEKHH1,HGNC:17733
ENSG00000054793,ATP9A,HGNC:13540
ENSG00000054796,SPO11,HGNC:11250
ENSG00000054803,CBLN4,HGNC:16231
ENSG00000054938,CHRDL2,HGNC:24168
ENSG00000054965,FAM168A,HGNC:28999
ENSG00000054967,RELT,HGNC:13764
ENSG00000054983,GALC,HGNC:4115
ENSG00000055044,NOP58,HGNC:29926
ENSG00000055070,SZRD1,HGNC:30232
ENSG00000055118,KCNH2,HGNC:6251
ENSG00000055130,CUL1,HGNC:2551
ENSG00000055147,FAM114A2,HGNC:1333
ENSG00000055163,CYFIP2,HGNC:13760
ENSG00000055208,TAB2,HGNC:17075
ENSG00000055211,GINM1,HGNC:21074
ENSG00000055332,EIF2AK2,HGNC:9437
ENSG00000055483,USP36,HGNC:20062
ENSG00000055609,KMT2C,HGNC:13726
ENSG00000055732,MCOLN3,HGNC:13358
ENSG00000055813,CCDC85A,HGNC:29400
ENSG00000055917,PUM2,HGNC:14958
ENSG00000055950,MRPL43,HGNC:14517
ENSG00000055955,ITIH4,HGNC:6169
ENSG00000055957,ITIH1,HGNC:6166
ENSG00000056050,HPF1,HGNC:26051
ENSG00000056097,ZFR,HGNC:17277
ENSG00000056277,ZNF280C,HGNC:25955
ENSG00000056291,NPFFR2,HGNC:4525
ENSG00000056487,PHF21B,HGNC:25161
ENSG00000056558,TRAF1,HGNC:12031
ENSG00000056586,RC3H2,HGNC:21461
ENSG00000056736,IL17RB,HGNC:18015
ENSG00000056972,TRAF3IP2,HGNC:1343
ENSG00000056998,GYG2,HGNC:4700
ENSG00000057019,DCBLD2,HGNC:24627
ENSG00000057149,SERPINB3,HGNC:10569
ENSG00000057252,SOAT1,HGNC:11177
ENSG00000057294,PKP2,HGNC:9024
ENSG00000057468,MSH4,HGNC:7327
ENSG00000057593,F7,HGNC:3544
ENSG00000057608,GDI2,HGNC:4227
ENSG00000057657,PRDM1,HGNC:9346
ENSG00000057663,ATG5,HGNC:589
ENSG00000057704,TMCC3,HGNC:29199
ENSG00000057757,PITHD1,HGNC:25022
ENSG00000057935,MTA3,HGNC:23784
ENSG00000058056,USP13,HGNC:12611
ENSG00000058063,ATP11B,HGNC:13553
ENSG00000058085,LAMC2,HGNC:6493
ENSG00000058091,CDK14,HGNC:8883
ENSG00000058262,SEC61A1,HGNC:18276
ENSG00000058272,PPP1R12A,HGNC:7618
ENSG00000058335,RASGRF1,HGNC:9875
ENSG00000058404,CAMK2B,HGNC:1461
ENSG00000058453,CROCC,HGNC:21299
ENSG00000058600,POLR3E,HGNC:30347
ENSG00000058668,ATP2B4,HGNC:817
ENSG00000058673,ZC3H11A,HGNC:29093
ENSG00000058729,RIOK2,HGNC:18999
ENSG00000058799,YIPF1,HGNC:25231
ENSG00000058804,NDC1,HGNC:25525
ENSG00000058866,DGKG,HGNC:2853
ENSG00000059122,FLYWCH1,HGNC:25404
ENSG00000059145,UNKL,HGNC:14184
ENSG00000059377,TBXAS1,HGNC:11609
ENSG00000059378,PARP12,HGNC:21919
ENSG00000059573,ALDH18A1,HGNC:9722
ENSG00000059588,TARBP1,HGNC:11568
ENSG00000059691,GATB,HGNC:8849
ENSG00000059728,MXD1,HGNC:6761
ENSG00000059758,CDK17,HGNC:8750
ENSG00000059769,DNAJC25,HGNC:34187
ENSG00000059804,SLC2A3,HGNC:11007
ENSG00000059915,PSD,HGNC:9507
ENSG00000060069,CTDP1,HGNC:2498
ENSG00000060138,YBX3,HGNC:2428
ENSG00000060140,STYK1,HGNC:18889
ENSG00000060237,WNK1,HGNC:14540
ENSG00000060339,CCAR1,HGNC:24236
ENSG00000060491,OGFR,HGNC:15768
ENSG00000060558,GNA15,HGNC:4383
ENSG00000060566,CREB3L3,HGNC:18855
ENSG00000060642,PIGV,HGNC:26031
ENSG00000060656,PTPRU,HGNC:9683
ENSG00000060688,SNRNP40,HGNC:30857
ENSG00000060709,RIMBP2,HGNC:30339
ENSG00000060718,COL11A1,HGNC:2186
ENSG00000060749,QSER1,HGNC:26154
ENSG00000060762,MPC1,HGNC:21606
ENSG00000060971,ACAA1,HGNC:82
ENSG00000060982,BCAT1,HGNC:976
ENSG00000061273,HDAC7,HGNC:14067
ENSG00000061337,LZTS1,HGNC:13861
ENSG00000061455,PRDM6,HGNC:9350
ENSG00000061492,WNT8A,HGNC:12788
ENSG00000061656,SPAG4,HGNC:11214
ENSG00000061676,NCKAP1,HGNC:7666
ENSG00000061794,MRPS35,HGNC:16635
ENSG00000061918,GUCY1B1,HGNC:4687
ENSG00000061936,SFSWAP,HGNC:10790
ENSG00000061938,TNK2,HGNC:19297
ENSG00000061987,MON2,HGNC:29177
ENSG00000062038,CDH3,HGNC:1762
ENSG00000062096,ARSF,HGNC:721
ENSG00000062194,GPBP1,HGNC:29520
ENSG00000062282,DGAT2,HGNC:16940
ENSG00000062370,ZNF112,HGNC:12892
ENSG00000062485,CS,HGNC:2422
ENSG00000062524,LTK,HGNC:6721
ENSG00000062582,MRPS24,HGNC:14510
ENSG00000062598,ELMO2,HGNC:17233
ENSG00000062650,WAPL,HGNC:23293
ENSG00000062716,VMP1,HGNC:29559
ENSG00000062725,APPBP2,HGNC:622
ENSG00000062822,POLD1,HGNC:9175
ENSG00000063015,SEZ6,HGNC:15955
ENSG00000063046,EIF4B,HGNC:3285
ENSG00000063127,SLC6A16,HGNC:13622
ENSG00000063169,BICRA,HGNC:4332
ENSG00000063176,SPHK2,HGNC:18859
ENSG00000063177,RPL18,HGNC:10310
ENSG00000063180,CA11,HGNC:1370
ENSG00000063241,ISOC2,HGNC:26278
ENSG00000063244,U2AF2,HGNC:23156
ENSG00000063245,EPN1,HGNC:21604
ENSG00000063322,MED29,HGNC:23074
ENSG00000063438,AHRR,HGNC:346
ENSG00000063515,GSC2,HGNC:4613
ENSG00000063587,ZNF275,HGNC:13069
ENSG00000063601,MTMR1,HGNC:7449
ENSG00000063660,GPC1,HGNC:4449
ENSG00000063761,ADCK1,HGNC:19038
ENSG00000063854,HAGH,HGNC:4805
ENSG00000063978,RNF4,HGNC:10067
ENSG00000064012,CASP8,HGNC:1509
ENSG00000064042,LIMCH1,HGNC:29191
ENSG00000064102,INTS13,HGNC:20174
ENSG00000064115,TM7SF3,HGNC:23049
ENSG00000064195,DLX3,HGNC:2916
ENSG00000064199,SPA17,HGNC:11210
ENSG00000064201,TSPAN32,HGNC:13410
ENSG00000064205,CCN5,HGNC:12770
ENSG00000064218,DMRT3,HGNC:13909
ENSG00000064225,ST3GAL6,HGNC:18080
ENSG00000064270,ATP2C2,HGNC:29103
ENSG00000064300,NGFR,HGNC:7809
ENSG00000064309,CDON,HGNC:17104
ENSG00000064313,TAF2,HGNC:11536
ENSG00000064393,HIPK2,HGNC:14402
ENSG00000064419,TNPO3,HGNC:17103
ENSG00000064489,BORCS8-MEF2B,HGNC:39979
ENSG00000064490,RFXANK,HGNC:9987
ENSG00000064545,TMEM161A,HGNC:26020
ENSG00000064547,LPAR2,HGNC:3168
ENSG00000064601,CTSA,HGNC:9251
ENSG00000064607,SUGP2,HGNC:18641
ENSG00000064651,SLC12A2,HGNC:10911
ENSG00000064652,SNX24,HGNC:21533
ENSG00000064655,EYA2,HGNC:3520
ENSG00000064666,CNN2,HGNC:2156
ENSG00000064687,ABCA7,HGNC:37
ENSG00000064692,SNCAIP,HGNC:11139
ENSG00000064703,DDX20,HGNC:2743
ENSG00000064726,BTBD1,HGNC:1120
ENSG00000064763,FAR2,HGNC:25531
ENSG00000064787,BCAS1,HGNC:974
ENSG00000064835,POU1F1,HGNC:9210
ENSG00000064886,CHI3L2,HGNC:1933
ENSG00000064932,SBNO2,HGNC:29158
ENSG00000064933,PMS1,HGNC:9121
ENSG00000064961,HMG20B,HGNC:5002
ENSG00000064989,CALCRL,HGNC:16709
ENSG00000064995,TAF11,HGNC:11544
ENSG00000064999,ANKS1A,HGNC:20961
ENSG00000065000,AP3D1,HGNC:568
ENSG00000065029,ZNF76,HGNC:13149
ENSG00000065054,SLC9A3R2,HGNC:11076
ENSG00000065057,NTHL1,HGNC:8028
ENSG00000065060,UHRF1BP1,HGNC:21216
ENSG00000065135,GNAI3,HGNC:4387
ENSG00000065150,IPO5,HGNC:6402
ENSG00000065154,OAT,HGNC:8091
ENSG00000065183,WDR3,HGNC:12755
ENSG00000065243,PKN2,HGNC:9406
ENSG00000065268,WDR18,HGNC:17956
ENSG00000065308,TRAM2,HGNC:16855
ENSG00000065320,NTN1,HGNC:8029
ENSG00000065325,GLP2R,HGNC:4325
ENSG00000065328,MCM10,HGNC:18043
ENSG00000065357,DGKA,HGNC:2849
ENSG00000065361,ERBB3,HGNC:3431
ENSG00000065371,ROPN1,HGNC:17692
ENSG00000065413,ANKRD44,HGNC:25259
ENSG00000065427,KARS1,HGNC:6215
ENSG00000065457,ADAT1,HGNC:228
ENSG00000065485,PDIA5,HGNC:24811
ENSG00000065491,TBC1D22B,HGNC:21602
ENSG00000065518,NDUFB4,HGNC:7699
ENSG00000065526,SPEN,HGNC:17575
ENSG00000065534,MYLK,HGNC:7590
ENSG00000065548,ZC3H15,HGNC:29528
ENSG00000065559,MAP2K4,HGNC:6844
ENSG00000065600,PACC1,HGNC:25593
ENSG00000065609,SNAP91,HGNC:14986
ENSG00000065613,SLK,HGNC:11088
ENSG00000065615,CYB5R4,HGNC:20147
ENSG00000065618,COL17A1,HGNC:2194
ENSG00000065621,GSTO2,HGNC:23064
ENSG00000065665,SEC61A2,HGNC:17702
ENSG00000065675,PRKCQ,HGNC:9410
ENSG00000065717,TLE2,HGNC:11838
ENSG00000065802,ASB1,HGNC:16011
ENSG00000065809,FAM107B,HGNC:23726
ENSG00000065833,ME1,HGNC:6983
ENSG00000065882,TBC1D1,HGNC:11578
ENSG00000065883,CDK13,HGNC:1733
ENSG00000065911,MTHFD2,HGNC:7434
ENSG00000065923,SLC9A7,HGNC:17123
ENSG00000065970,FOXJ2,HGNC:24818
ENSG00000065978,YBX1,HGNC:8014
ENSG00000065989,PDE4A,HGNC:8780
ENSG00000066027,PPP2R5A,HGNC:9309
ENSG00000066032,CTNNA2,HGNC:2510
ENSG00000066044,ELAVL1,HGNC:3312
ENSG00000066056,TIE1,HGNC:11809
ENSG00000066084,DIP2B,HGNC:29284
ENSG00000066117,SMARCD1,HGNC:11106
ENSG00000066135,KDM4A,HGNC:22978
ENSG00000066136,NFYC,HGNC:7806
ENSG00000066185,ZMYND12,HGNC:21192
ENSG00000066230,SLC9A3,HGNC:11073
ENSG00000066248,NGEF,HGNC:7807
ENSG00000066279,ASPM,HGNC:19048
ENSG00000066294,CD84,HGNC:1704
ENSG00000066322,ELOVL1,HGNC:14418
ENSG00000066336,SPI1,HGNC:11241
ENSG00000066379,POLR1H,HGNC:13182
ENSG00000066382,MPPED2,HGNC:1180
ENSG00000066405,CLDN18,HGNC:2039
ENSG00000066422,ZBTB11,HGNC:16740
ENSG00000066427,ATXN3,HGNC:7106
ENSG00000066455,GOLGA5,HGNC:4428
ENSG00000066468,FGFR2,HGNC:3689
ENSG00000066557,LRRC40,HGNC:26004
ENSG00000066583,ISOC1,HGNC:24254
ENSG00000066629,EML1,HGNC:3330
ENSG00000066651,TRMT11,HGNC:21080
ENSG00000066654,THUMPD1,HGNC:23807
ENSG00000066697,MSANTD3,HGNC:23370
ENSG00000066735,KIF26A,HGNC:20226
ENSG00000066739,ATG2B,HGNC:20187
ENSG00000066777,ARFGEF1,HGNC:15772
ENSG00000066813,ACSM2B,HGNC:30931
ENSG00000066827,ZFAT,HGNC:19899
ENSG00000066855,MTFR1,HGNC:29510
ENSG00000066923,STAG3,HGNC:11356
ENSG00000066926,FECH,HGNC:3647
ENSG00000066933,MYO9A,HGNC:7608
ENSG00000067048,DDX3Y,HGNC:2699
ENSG00000067057,PFKP,HGNC:8878
ENSG00000067064,IDI1,HGNC:5387
ENSG00000067066,SP100,HGNC:11206
ENSG00000067082,KLF6,HGNC:2235
ENSG00000067113,PLPP1,HGNC:9228
ENSG00000067141,NEO1,HGNC:7754
ENSG00000067167,TRAM1,HGNC:20568
ENSG00000067177,PHKA1,HGNC:8925
ENSG00000067182,TNFRSF1A,HGNC:11916
ENSG00000067191,CACNB1,HGNC:1401
ENSG00000067208,EVI5,HGNC:3501
ENSG00000067221,STOML1,HGNC:14560
ENSG00000067225,PKM,HGNC:9021
ENSG00000067248,DHX29,HGNC:15815
ENSG00000067334,DNTTIP2,HGNC:24013
ENSG00000067365,METTL22,HGNC:28368
ENSG00000067369,TP53BP1,HGNC:11999
ENSG00000067445,TRO,HGNC:12326
ENSG00000067533,RRP15,HGNC:24255
ENSG00000067560,RHOA,HGNC:667
ENSG00000067596,DHX8,HGNC:2749
ENSG00000067606,PRKCZ,HGNC:9412
ENSG00000067646,ZFY,HGNC:12870
ENSG00000067704,IARS2,HGNC:29685
ENSG00000067715,SYT1,HGNC:11509
ENSG00000067798,NAV3,HGNC:15998
ENSG00000067829,IDH3G,HGNC:5386
ENSG00000067836,ROGDI,HGNC:29478
ENSG00000067840,PDZD4,HGNC:21167
ENSG00000067842,ATP2B3,HGNC:816
ENSG00000067900,ROCK1,HGNC:10251
ENSG00000067955,CBFB,HGNC:1539
ENSG00000067992,PDK3,HGNC:8811
ENSG00000068001,HYAL2,HGNC:5321
ENSG00000068024,HDAC4,HGNC:14063
ENSG00000068028,RASSF1,HGNC:9882
ENSG00000068078,FGFR3,HGNC:3690
ENSG00000068079,IFI35,HGNC:5399
ENSG00000068097,HEATR6,HGNC:24076
ENSG00000068120,COASY,HGNC:29932
ENSG00000068137,PLEKHH3,HGNC:26105
ENSG00000068305,MEF2A,HGNC:6993
ENSG00000068308,OTUD5,HGNC:25402
ENSG00000068323,TFE3,HGNC:11752
ENSG00000068354,TBC1D25,HGNC:8092
ENSG00000068366,ACSL4,HGNC:3571
ENSG00000068383,INPP5A,HGNC:6076
ENSG00000068394,GPKOW,HGNC:30677
ENSG00000068400,GRIPAP1,HGNC:18706
ENSG00000068438,FTSJ1,HGNC:13254
ENSG00000068489,PRR11,HGNC:25619
ENSG00000068615,REEP1,HGNC:25786
ENSG00000068650,ATP11A,HGNC:13552
ENSG00000068654,POLR1A,HGNC:17264
ENSG00000068697,LAPTM4A,HGNC:6924
ENSG00000068724,TTC7A,HGNC:19750
ENSG00000068745,IP6K2,HGNC:17313
ENSG00000068781,STON1-GTF2A1L,HGNC:30651
ENSG00000068784,SRBD1,HGNC:25521
ENSG00000068796,KIF2A,HGNC:6318
ENSG00000068831,RASGRP2,HGNC:9879
ENSG00000068878,PSME4,HGNC:20635
ENSG00000068885,IFT80,HGNC:29262
ENSG00000068903,SIRT2,HGNC:10886
ENSG00000068912,ERLEC1,HGNC:25222
ENSG00000068971,PPP2R5B,HGNC:9310
ENSG00000068976,PYGM,HGNC:9726
ENSG00000068985,PAGE1,HGNC:4107
ENSG00000069011,PITX1,HGNC:9004
ENSG00000069018,TRPC7,HGNC:20754
ENSG00000069020,MAST4,HGNC:19037
ENSG00000069122,ADGRF5,HGNC:19030
ENSG00000069188,SDK2,HGNC:19308
ENSG00000069206,ADAM7,HGNC:214
ENSG00000069248,NUP133,HGNC:18016
ENSG00000069275,NUCKS1,HGNC:29923
ENSG00000069329,VPS35,HGNC:13487
ENSG00000069345,DNAJA2,HGNC:14884
ENSG00000069399,BCL3,HGNC:998
ENSG00000069424,KCNAB2,HGNC:6229
ENSG00000069431,ABCC9,HGNC:60
ENSG00000069482,GAL,HGNC:4114
ENSG00000069493,CLEC2D,HGNC:14351
ENSG00000069509,FUNDC1,HGNC:28746
ENSG00000069535,MAOB,HGNC:6834
ENSG00000069667,RORA,HGNC:10258
ENSG00000069696,DRD4,HGNC:3025
ENSG00000069702,TGFBR3,HGNC:11774
ENSG00000069764,PLA2G10,HGNC:9029
ENSG00000069812,HES2,HGNC:16005
ENSG00000069849,ATP1B3,HGNC:806
ENSG00000069869,NEDD4,HGNC:7727
ENSG00000069943,PIGB,HGNC:8959
ENSG00000069956,MAPK6,HGNC:6879
ENSG00000069966,GNB5,HGNC:4401
ENSG00000069974,RAB27A,HGNC:9766
ENSG00000069998,HDHD5,HGNC:1843
ENSG00000070010,UFD1,HGNC:12520
ENSG00000070018,LRP6,HGNC:6698
ENSG00000070019,GUCY2C,HGNC:4688
ENSG00000070031,SCT,HGNC:10607
ENSG00000070047,PHRF1,HGNC:24351
ENSG00000070061,ELP1,HGNC:5959
ENSG00000070081,NUCB2,HGNC:8044
ENSG00000070087,PFN2,HGNC:8882
ENSG00000070159,PTPN3,HGNC:9655
ENSG00000070182,SPTB,HGNC:11274
ENSG00000070190,DAPP1,HGNC:16500
ENSG00000070193,FGF10,HGNC:3666
ENSG00000070214,SLC44A1,HGNC:18798
ENSG00000070269,TMEM260,HGNC:20185
ENSG00000070366,SMG6,HGNC:17809
ENSG00000070367,EXOC5,HGNC:10696
ENSG00000070371,CLTCL1,HGNC:2093
ENSG00000070388,FGF22,HGNC:3679
ENSG00000070404,FSTL3,HGNC:3973
ENSG00000070413,DGCR2,HGNC:2845
ENSG00000070423,RNF126,HGNC:21151
ENSG00000070444,MNT,HGNC:7188
ENSG00000070476,ZXDC,HGNC:28160
ENSG00000070495,JMJD6,HGNC:19355
ENSG00000070501,POLB,HGNC:9174
ENSG00000070526,ST6GALNAC1,HGNC:23614
ENSG00000070540,WIPI1,HGNC:25471
ENSG00000070601,FRMPD1,HGNC:29159
ENSG00000070610,GBA2,HGNC:18986
ENSG00000070614,NDST1,HGNC:7680
ENSG00000070669,ASNS,HGNC:753
ENSG00000070718,AP3M2,HGNC:570
ENSG00000070729,CNGB1,HGNC:2151
ENSG00000070731,ST6GALNAC2,HGNC:10867
ENSG00000070748,CHAT,HGNC:1912
ENSG00000070756,PABPC1,HGNC:8554
ENSG00000070759,TESK2,HGNC:11732
ENSG00000070761,CFAP20,HGNC:29523
ENSG00000070770,CSNK2A2,HGNC:2459
ENSG00000070778,PTPN21,HGNC:9651
ENSG00000070785,EIF2B3,HGNC:3259
ENSG00000070808,CAMK2A,HGNC:1460
ENSG00000070814,TCOF1,HGNC:11654
ENSG00000070831,CDC42,HGNC:1736
ENSG00000070882,OSBPL3,HGNC:16370
ENSG00000070886,EPHA8,HGNC:3391
ENSG00000070915,SLC12A3,HGNC:10912
ENSG00000070950,RAD18,HGNC:18278
ENSG00000070961,ATP2B1,HGNC:814
ENSG00000070985,TRPM5,HGNC:14323
ENSG00000071051,NCK2,HGNC:7665
ENSG00000071054,MAP4K4,HGNC:6866
ENSG00000071073,MGAT4A,HGNC:7047
ENSG00000071082,RPL31,HGNC:10334
ENSG00000071127,WDR1,HGNC:12754
ENSG00000071189,SNX13,HGNC:21335
ENSG00000071203,MS4A12,HGNC:13370
ENSG00000071205,ARHGAP10,HGNC:26099
ENSG00000071242,RPS6KA2,HGNC:10431
ENSG00000071243,ING3,HGNC:14587
ENSG00000071246,VASH1,HGNC:19964
ENSG00000071282,LMCD1,HGNC:6633
ENSG00000071462,BUD23,HGNC:16405
ENSG00000071537,SEL1L,HGNC:10717
ENSG00000071539,TRIP13,HGNC:12307
ENSG00000071553,ATP6AP1,HGNC:868
ENSG00000071564,TCF3,HGNC:11633
ENSG00000071575,TRIB2,HGNC:30809
ENSG00000071626,DAZAP1,HGNC:2683
ENSG00000071655,MBD3,HGNC:6918
ENSG00000071677,PRLH,HGNC:17945
ENSG00000071794,HLTF,HGNC:11099
ENSG00000071859,FAM50A,HGNC:18786
ENSG00000071889,FAM3A,HGNC:13749
ENSG00000071894,CPSF1,HGNC:2324
ENSG00000071909,MYO3B,HGNC:15576
ENSG00000071967,CYBRD1,HGNC:20797
ENSG00000071991,CDH19,HGNC:1758
ENSG00000071994,PDCD2,HGNC:8762
ENSG00000072041,SLC6A15,HGNC:13621
ENSG00000072042,RDH11,HGNC:17964
ENSG00000072062,PRKACA,HGNC:9380
ENSG00000072071,ADGRL1,HGNC:20973
ENSG00000072080,SPP2,HGNC:11256
ENSG00000072110,ACTN1,HGNC:163
ENSG00000072121,ZFYVE26,HGNC:20761
ENSG00000072133,RPS6KA6,HGNC:10435
ENSG00000072134,EPN2,HGNC:18639
ENSG00000072135,PTPN18,HGNC:9649
ENSG00000072163,LIMS2,HGNC:16084
ENSG00000072182,ASIC4,HGNC:21263
ENSG00000072195,SPEG,HGNC:16901
ENSG00000072201,LNX1,HGNC:6657
ENSG00000072210,ALDH3A2,HGNC:403
ENSG00000072274,TFRC,HGNC:11763
ENSG00000072310,SREBF1,HGNC:11289
ENSG00000072315,TRPC5,HGNC:12337
ENSG00000072364,AFF4,HGNC:17869
ENSG00000072401,UBE2D1,HGNC:12474
ENSG00000072415,MPP5,HGNC:18669
ENSG00000072422,RHOBTB1,HGNC:18738
ENSG00000072501,SMC1A,HGNC:11111
ENSG00000072506,HSD17B10,HGNC:4800
ENSG00000072518,MARK2,HGNC:3332
ENSG00000072571,HMMR,HGNC:5012
ENSG00000072609,CHFR,HGNC:20455
ENSG00000072657,TRHDE,HGNC:30748
ENSG00000072682,P4HA2,HGNC:8547
ENSG00000072694,FCGR2B,HGNC:3618
ENSG00000072736,NFATC3,HGNC:7777
ENSG00000072756,TRNT1,HGNC:17341
ENSG00000072778,ACADVL,HGNC:92
ENSG00000072786,STK10,HGNC:11388
ENSG00000072803,FBXW11,HGNC:13607
ENSG00000072818,ACAP1,HGNC:16467
ENSG00000072832,CRMP1,HGNC:2365
ENSG00000072840,EVC,HGNC:3497
ENSG00000072849,DERL2,HGNC:17943
ENSG00000072858,SIDT1,HGNC:25967
ENSG00000072864,NDE1,HGNC:17619
ENSG00000072952,IRAG1,HGNC:7237
ENSG00000072954,TMEM38A,HGNC:28462
ENSG00000072958,AP1M1,HGNC:13667
ENSG00000073008,PVR,HGNC:9705
ENSG00000073050,XRCC1,HGNC:12828
ENSG00000073060,SCARB1,HGNC:1664
ENSG00000073067,CYP2W1,HGNC:20243
ENSG00000073111,MCM2,HGNC:6944
ENSG00000073146,MOV10L1,HGNC:7201
ENSG00000073150,PANX2,HGNC:8600
ENSG00000073169,SELENOO,HGNC:30395
ENSG00000073282,TP63,HGNC:15979
ENSG00000073331,ALPK1,HGNC:20917
ENSG00000073350,LLGL2,HGNC:6629
ENSG00000073417,PDE8A,HGNC:8793
ENSG00000073464,CLCN4,HGNC:2022
ENSG00000073536,NLE1,HGNC:19889
